Censo,Cuadro,Provincia,Departamento,Unidad de registro,Indicador,Valor,Link
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Primera población | Otras,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Total,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Arveja,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Garbanzo,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Lenteja,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Lupino,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Poroto seco,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,arrecifes,Hectáreas,Segunda población | Otras,0.0,06077
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Total,60.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Arveja,60.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Garbanzo,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Lenteja,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Lupino,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Poroto seco,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Total | Otras,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Total,60.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Arveja,60.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Garbanzo,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Lenteja,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Lupino,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Poroto seco,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Primera población | Otras,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Total,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Arveja,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Garbanzo,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Lenteja,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Lupino,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Poroto seco,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carlos casares,Hectáreas,Segunda población | Otras,0.0,06147
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Total,23.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Arveja,23.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Garbanzo,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Lenteja,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Lupino,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Poroto seco,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Total | Otras,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Total,23.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Arveja,23.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Garbanzo,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Lenteja,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Lupino,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Poroto seco,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Primera población | Otras,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Total,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Arveja,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Garbanzo,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Lenteja,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Lupino,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Poroto seco,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,carmen de areco,Hectáreas,Segunda población | Otras,0.0,06161
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Total,66.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Arveja,66.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Garbanzo,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Lenteja,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Lupino,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Poroto seco,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Total | Otras,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Total,66.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Arveja,66.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Garbanzo,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Lenteja,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Lupino,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Poroto seco,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Primera población | Otras,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Total,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Arveja,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Garbanzo,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Lenteja,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Lupino,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Poroto seco,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chacabuco,Hectáreas,Segunda población | Otras,0.0,06210
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Total,134.5,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Arveja,134.5,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Garbanzo,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Lenteja,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Lupino,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Poroto seco,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Total | Otras,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Total,134.5,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Arveja,134.5,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Garbanzo,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Lenteja,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Lupino,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Poroto seco,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Primera población | Otras,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Total,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Arveja,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Garbanzo,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Lenteja,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Lupino,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Poroto seco,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,chivilcoy,Hectáreas,Segunda población | Otras,0.0,06224
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Total,100.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Arveja,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Garbanzo,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Lenteja,100.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Lupino,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Poroto seco,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Total | Otras,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Total,100.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Arveja,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Garbanzo,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Lenteja,100.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Lupino,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Poroto seco,0.0,06175
2002,"Cuadro 4.13. Buenos Aires.  Legumbres. EAP con límites definidos. Superficie implantada por cultivo, según partido y período de ocupación",buenos aires,colón,Hectáreas,Primera población | Otras,0.0,06175
