,Censo,Cuadro,Provincia,Departamento,Link,Unidad de registro,Indicador,Valor
44,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"1.500,1 - 2.000",23.0
45,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"2.000,1 - 2.500",8.0
46,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"2.500,1 - 5.000",20.0
47,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"5.000,1 - 7.500",5.0
48,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"7.500,1 - 10.000",-1.0
49,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"10.000,1 - 20.000",-1.0
50,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,EAP,"20.000,1 y más",-1.0
51,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,Total,334167.3
52,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,Hasta 5,0.0
53,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"5,1 - 10",22.0
54,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"10,1 - 25",17.0
55,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"25,1 - 50",185.0
56,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"50,1 - 100",792.0
57,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"100,1 - 200",5926.5
58,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"200,1 - 500",26264.5
59,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"500,1 - 1.000",44947.4
60,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"1.000,1 - 1.500",41425.0
61,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"1.500,1 - 2.000",39540.4
62,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"2.000,1 - 2.500",17588.0
63,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"2.500,1 - 5.000",72282.0
64,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"5.000,1 - 7.500",29485.5
65,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"7.500,1 - 10.000",-1.0
66,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"10.000,1 - 20.000",-1.0
67,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Adolfo Gonzales Chaves,06014,Hectáreas,"20.000,1 y más",-1.0
68,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,Total,213.0
69,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,Hasta 5,3.0
70,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"5,1 - 10",5.0
71,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"10,1 - 25",10.0
72,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"25,1 - 50",28.0
73,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"50,1 - 100",53.0
74,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"100,1 - 200",33.0
75,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"200,1 - 500",49.0
76,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"500,1 - 1.000",14.0
77,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"1.000,1 - 1.500",12.0
78,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"1.500,1 - 2.000",-1.0
79,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"2.000,1 - 2.500",-1.0
80,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"2.500,1 - 5.000",-1.0
81,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"5.000,1 - 7.500",-1.0
82,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"7.500,1 - 10.000",0.0
83,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"10.000,1 - 20.000",-1.0
84,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,EAP,"20.000,1 y más",0.0
85,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,Total,85818.7
86,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,Hasta 5,7.0
87,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"5,1 - 10",33.5
88,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"10,1 - 25",213.0
89,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"25,1 - 50",1098.1
90,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"50,1 - 100",3992.6
91,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"100,1 - 200",4592.4
92,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"200,1 - 500",16030.6
93,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"500,1 - 1.000",10170.0
94,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"1.000,1 - 1.500",14737.0
95,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"1.500,1 - 2.000",-1.0
96,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"2.000,1 - 2.500",-1.0
97,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"2.500,1 - 5.000",9095.5
98,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"5.000,1 - 7.500",-1.0
99,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"7.500,1 - 10.000",0.0
100,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"10.000,1 - 20.000",-1.0
101,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Alberti,06021,Hectáreas,"20.000,1 y más",0.0
102,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,Total,46.0
103,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,Hasta 5,28.0
104,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"5,1 - 10",7.0
105,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"10,1 - 25",6.0
106,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"25,1 - 50",-1.0
107,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"50,1 - 100",3.0
108,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"100,1 - 200",0.0
109,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"200,1 - 500",-1.0
110,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"500,1 - 1.000",0.0
111,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"1.000,1 - 1.500",0.0
112,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"1.500,1 - 2.000",0.0
113,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"2.000,1 - 2.500",0.0
114,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"2.500,1 - 5.000",0.0
115,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"5.000,1 - 7.500",0.0
116,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"7.500,1 - 10.000",0.0
117,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"10.000,1 - 20.000",0.0
118,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,EAP,"20.000,1 y más",0.0
119,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,Total,845.2
120,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,Hasta 5,67.5
121,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"5,1 - 10",54.7
122,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"10,1 - 25",87.0
123,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"25,1 - 50",-1.0
124,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"50,1 - 100",192.0
125,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"100,1 - 200",0.0
126,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"200,1 - 500",-1.0
127,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"500,1 - 1.000",0.0
128,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,Almirante Brown,06028,Hectáreas,"1.000,1 - 1.500",0.0
